Age,Gender,Location,Income Level,Financial Literacy,FinTech Product,Usage Frequency,Preferred Service Channel,Adoption Reason,Competitor,Transaction Fees (NGN),Loan Interest Rate (%),Subscription Fee (NGN),Digital Currency Usage,AI Financial Tool Usage,FinTech Satisfaction
63,Female,Lagos,High,Novice,Investment Platforms,Daily,Mobile App,Speed,Paga,4.3,13.25,500,No,No,1
21,Male,Ibadan,Low,Novice,Micro-Lending,Weekly,Web Platform,Convenience,PalmPay,2.6,12.46,0,No,No,3
43,Female,Abuja,High,Novice,Mobile Banking App,Daily,Mobile App,Security,Opay,4.27,3.56,2000,No,No,8
46,Female,Abuja,Middle,Novice,Micro-Lending,Weekly,USSD,Speed,PalmPay,3,3.59,1000,Yes,No,7
62,Female,Abuja,Middle,Novice,Digital Payments,Daily,Mobile App,Security,Carbon,4.08,7.84,1000,No,No,5
51,Male,Lagos,Low,Novice,Digital Payments,Daily,Agent Banking,Low Fees,FairMoney,2.17,16,1000,Yes,Yes,9
40,Female,Enugu,High,Novice,Mobile Banking App,Rarely,USSD,Low Fees,Paga,4.75,2.86,500,No,No,4
54,Female,Kaduna,Low,Intermediate,Digital Payments,Monthly,Web Platform,Security,PalmPay,3.5,13.28,2000,No,No,6
28,Male,Kaduna,High,Expert,Micro-Lending,Monthly,Web Platform,Low Fees,Kuda,3.18,5.71,500,No,No,5
23,Male,Kano,Low,Novice,Mobile Banking App,Daily,Agent Banking,Security,Kuda,2.09,19.03,1000,No,No,6
35,Female,Port Harcourt,Middle,Intermediate,Digital Payments,Rarely,USSD,Security,FairMoney,4.72,10.03,500,No,No,4
38,Female,Lagos,Middle,Intermediate,Digital Payments,Weekly,USSD,Security,Kuda,2.02,3.34,500,No,Yes,3
59,Female,Enugu,Low,Novice,Micro-Lending,Monthly,USSD,Low Fees,PalmPay,4.26,14.99,0,No,No,5
53,Female,Abuja,Low,Expert,Digital Payments,Daily,USSD,Security,Opay,2.32,10.98,0,Yes,No,5
58,Male,Enugu,Middle,Expert,Micro-Lending,Daily,Mobile App,Low Fees,Carbon,3.95,17.92,0,No,No,2
55,Female,Lagos,Low,Novice,Investment Platforms,Rarely,USSD,Security,Kuda,4.6,13.91,1000,Yes,No,4
51,Male,Lagos,Middle,Intermediate,Micro-Lending,Weekly,Mobile App,Security,PalmPay,2.6,14.62,0,No,No,3
34,Male,Lagos,Middle,Intermediate,Blockchain Services,Monthly,Mobile App,Low Fees,Opay,2.87,15.93,1000,No,Yes,7
54,Female,Kano,High,Novice,Digital Payments,Weekly,Web Platform,Security,Paga,1.99,9.86,0,No,No,5
42,Female,Ibadan,Middle,Novice,Investment Platforms,Weekly,USSD,Security,Paga,0.75,16.37,1000,No,No,6
55,Male,Port Harcourt,Low,Expert,Mobile Banking App,Monthly,Mobile App,Low Fees,FairMoney,3.44,3.39,500,No,No,7
29,Male,Kano,Low,Intermediate,Blockchain Services,Weekly,USSD,Convenience,Carbon,1.04,15.9,2000,No,No,2
40,Female,Kano,Low,Novice,Mobile Banking App,Monthly,Agent Banking,Speed,PalmPay,2.09,13.64,1000,No,No,4
59,Male,Ibadan,High,Novice,Blockchain Services,Daily,Mobile App,Low Fees,PalmPay,2.07,12.42,500,No,No,6
39,Female,Kano,High,Expert,Investment Platforms,Daily,Web Platform,Security,Kuda,1.18,8.07,0,No,No,3
38,Female,Lagos,Low,Novice,Investment Platforms,Daily,USSD,Speed,Opay,3.5,4.5,500,No,No,6
44,Male,Lagos,Low,Intermediate,Investment Platforms,Weekly,Web Platform,Speed,Carbon,1.29,13.83,500,No,No,1
48,Male,Enugu,High,Novice,Blockchain Services,Monthly,Mobile App,Security,Opay,4,10.75,2000,No,No,8
23,Female,Abuja,High,Novice,Micro-Lending,Weekly,Mobile App,Security,Carbon,1.62,6.31,0,No,No,5
44,Male,Kano,High,Novice,Mobile Banking App,Weekly,Web Platform,Convenience,PalmPay,1.79,3.26,1000,No,No,1
57,Female,Abuja,High,Novice,Micro-Lending,Monthly,USSD,Security,PalmPay,2.05,11.93,1000,No,No,1
51,Female,Port Harcourt,Middle,Novice,Micro-Lending,Daily,Mobile App,Speed,Carbon,1.19,4.71,1000,No,Yes,3
29,Female,Kaduna,Low,Intermediate,Digital Payments,Monthly,Agent Banking,Security,Opay,2.45,18.76,0,No,No,6
62,Male,Lagos,Middle,Intermediate,Mobile Banking App,Rarely,Web Platform,Speed,FairMoney,0.86,5.14,1000,No,No,2
24,Female,Enugu,Middle,Novice,Blockchain Services,Daily,Mobile App,Low Fees,Paga,2.42,3.06,2000,Yes,No,8
27,Female,Port Harcourt,Middle,Intermediate,Digital Payments,Daily,USSD,Low Fees,Paga,2.03,7.09,500,No,No,7
62,Female,Enugu,Middle,Novice,Digital Payments,Daily,Mobile App,Speed,Kuda,2.02,5.56,0,No,No,2
34,Female,Kaduna,Low,Novice,Investment Platforms,Monthly,USSD,Low Fees,Kuda,3.47,16.35,1000,No,Yes,1
43,Female,Kaduna,Low,Novice,Blockchain Services,Daily,USSD,Convenience,FairMoney,3.96,7.56,500,No,Yes,7
38,Female,Ibadan,Middle,Novice,Micro-Lending,Monthly,Mobile App,Speed,Opay,2.1,6.79,500,No,No,7
45,Female,Lagos,Low,Expert,Micro-Lending,Weekly,Agent Banking,Speed,FairMoney,1.68,19.91,2000,No,No,3
63,Female,Port Harcourt,Middle,Intermediate,Micro-Lending,Monthly,USSD,Security,PalmPay,2.72,5.13,1000,Yes,Yes,8
19,Female,Ibadan,High,Novice,Investment Platforms,Monthly,Web Platform,Convenience,Opay,4.04,3.99,0,No,No,8
60,Female,Kaduna,High,Intermediate,Micro-Lending,Rarely,USSD,Security,Carbon,3.4,7.85,500,No,Yes,5
18,Female,Port Harcourt,Middle,Novice,Mobile Banking App,Daily,USSD,Convenience,Paga,0.67,9.59,2000,No,No,7
53,Male,Enugu,Middle,Novice,Micro-Lending,Daily,Agent Banking,Convenience,Kuda,2.66,15.81,500,No,No,3
43,Female,Ibadan,Low,Novice,Micro-Lending,Daily,USSD,Convenience,Opay,4.96,19.22,2000,No,No,6
46,Female,Ibadan,Middle,Intermediate,Mobile Banking App,Weekly,Mobile App,Speed,Opay,2.09,15.86,2000,No,No,3
38,Female,Lagos,Middle,Novice,Investment Platforms,Weekly,Agent Banking,Low Fees,Carbon,2.48,15.22,500,No,No,9
28,Male,Abuja,Middle,Expert,Digital Payments,Rarely,USSD,Low Fees,PalmPay,1.79,19.85,500,No,No,7
57,Female,Enugu,High,Novice,Blockchain Services,Monthly,Mobile App,Security,PalmPay,2.74,15.89,1000,No,No,1
28,Male,Enugu,Middle,Novice,Investment Platforms,Daily,Mobile App,Security,Paga,1.22,4.94,0,Yes,Yes,8
53,Female,Ibadan,Low,Expert,Micro-Lending,Monthly,USSD,Low Fees,FairMoney,1.61,10.58,2000,Yes,No,9
56,Female,Ibadan,Low,Novice,Digital Payments,Daily,Web Platform,Low Fees,FairMoney,3.7,11.31,2000,No,No,2
57,Male,Lagos,Middle,Expert,Blockchain Services,Daily,Web Platform,Convenience,Kuda,1.12,7.83,500,Yes,No,1
52,Female,Abuja,Middle,Expert,Blockchain Services,Monthly,USSD,Security,PalmPay,4.67,5.37,500,No,No,4
51,Male,Enugu,High,Expert,Blockchain Services,Rarely,USSD,Security,PalmPay,1.89,14.96,500,No,No,9
64,Male,Kaduna,Middle,Novice,Mobile Banking App,Daily,Mobile App,Security,PalmPay,3.09,7.36,0,Yes,No,6
41,Female,Kano,Middle,Novice,Mobile Banking App,Monthly,USSD,Security,FairMoney,1.95,13.43,500,No,No,8
39,Female,Kano,Middle,Intermediate,Digital Payments,Monthly,USSD,Low Fees,Opay,2.65,8.15,2000,No,Yes,7
22,Female,Abuja,Middle,Intermediate,Micro-Lending,Daily,Mobile App,Low Fees,PalmPay,4.57,11.36,2000,No,No,5
50,Female,Port Harcourt,Middle,Intermediate,Digital Payments,Daily,USSD,Speed,FairMoney,0.81,8.4,2000,No,No,5
53,Male,Lagos,Middle,Novice,Micro-Lending,Monthly,USSD,Speed,Carbon,4.35,9.71,0,No,No,6
64,Male,Abuja,Middle,Novice,Investment Platforms,Monthly,USSD,Low Fees,FairMoney,3.01,15.31,0,No,No,6
37,Female,Kano,Low,Intermediate,Blockchain Services,Weekly,Mobile App,Convenience,Paga,3.49,17.97,0,No,No,5
36,Male,Ibadan,High,Novice,Blockchain Services,Daily,USSD,Low Fees,PalmPay,0.75,11.4,0,No,No,8
52,Male,Kano,Low,Novice,Mobile Banking App,Weekly,Web Platform,Convenience,Kuda,3.93,13.18,1000,Yes,Yes,3
60,Female,Ibadan,Low,Novice,Investment Platforms,Monthly,USSD,Security,Opay,1.08,17.63,1000,Yes,No,9
34,Male,Lagos,Low,Novice,Investment Platforms,Weekly,Web Platform,Speed,Carbon,4.84,5.01,1000,No,No,5
62,Male,Ibadan,Low,Intermediate,Micro-Lending,Daily,USSD,Convenience,FairMoney,4.1,5.34,500,No,No,9
60,Female,Abuja,Middle,Intermediate,Investment Platforms,Monthly,Mobile App,Security,Paga,2.72,8.79,0,No,No,5
51,Male,Ibadan,Low,Novice,Mobile Banking App,Weekly,Web Platform,Low Fees,Opay,4.66,7.91,0,Yes,No,3
26,Female,Port Harcourt,Low,Novice,Micro-Lending,Monthly,USSD,Speed,Carbon,1.26,19.76,1000,No,No,9
43,Male,Abuja,Middle,Intermediate,Digital Payments,Rarely,USSD,Low Fees,Opay,4.96,12.37,1000,Yes,No,2
19,Female,Lagos,Middle,Novice,Micro-Lending,Monthly,USSD,Security,Paga,3.73,11.67,0,No,No,5
26,Male,Abuja,Low,Expert,Digital Payments,Rarely,USSD,Security,Paga,0.94,12.63,1000,No,No,3
26,Male,Port Harcourt,Middle,Intermediate,Micro-Lending,Rarely,Mobile App,Low Fees,PalmPay,2.91,17.82,500,No,No,7
57,Female,Lagos,Middle,Expert,Blockchain Services,Weekly,Agent Banking,Security,Kuda,3.7,6.76,500,No,No,4
34,Female,Kano,High,Intermediate,Digital Payments,Monthly,Web Platform,Security,PalmPay,3.26,11.44,500,No,No,8
18,Female,Port Harcourt,Middle,Novice,Mobile Banking App,Weekly,USSD,Convenience,FairMoney,2.41,7.24,2000,No,No,1
42,Female,Lagos,Low,Intermediate,Digital Payments,Weekly,Mobile App,Low Fees,Opay,1.62,16.16,2000,No,No,5
60,Male,Kaduna,Middle,Novice,Digital Payments,Daily,Agent Banking,Low Fees,PalmPay,1.57,16.1,0,Yes,No,8
57,Male,Ibadan,Middle,Novice,Micro-Lending,Weekly,Mobile App,Speed,Paga,4.67,19.26,2000,No,No,2
59,Male,Abuja,Low,Novice,Blockchain Services,Daily,USSD,Convenience,Paga,1.56,10.32,1000,No,No,6
42,Female,Lagos,High,Novice,Micro-Lending,Weekly,Agent Banking,Convenience,Paga,4.83,5.28,500,No,No,7
56,Male,Abuja,Middle,Novice,Micro-Lending,Daily,Web Platform,Security,PalmPay,1.45,18.19,500,No,Yes,6
52,Male,Ibadan,High,Novice,Blockchain Services,Rarely,Web Platform,Speed,FairMoney,2.23,18.09,2000,No,No,3
20,Female,Lagos,Middle,Intermediate,Micro-Lending,Weekly,Mobile App,Speed,FairMoney,0.56,6.61,500,No,No,6
54,Female,Kano,Middle,Expert,Blockchain Services,Daily,Web Platform,Convenience,Carbon,4.56,7.33,500,No,No,7
61,Male,Kaduna,Middle,Novice,Mobile Banking App,Weekly,Web Platform,Speed,PalmPay,0.97,7.98,500,No,No,3
61,Female,Kaduna,Middle,Intermediate,Blockchain Services,Daily,Agent Banking,Convenience,PalmPay,2.11,10.41,1000,No,Yes,2
47,Male,Port Harcourt,Middle,Novice,Investment Platforms,Monthly,Web Platform,Speed,PalmPay,4.29,17.01,2000,No,No,3
55,Male,Lagos,High,Expert,Blockchain Services,Weekly,Agent Banking,Convenience,PalmPay,4.06,5.03,500,No,No,1
51,Female,Ibadan,Middle,Novice,Blockchain Services,Weekly,Agent Banking,Convenience,Paga,4.29,14.76,500,No,No,7
29,Male,Lagos,High,Expert,Investment Platforms,Monthly,Agent Banking,Security,Kuda,4.61,8.67,500,No,No,4
36,Female,Abuja,High,Novice,Blockchain Services,Weekly,Web Platform,Security,PalmPay,4.6,5.92,0,No,No,3
54,Female,Enugu,High,Expert,Digital Payments,Monthly,Mobile App,Speed,PalmPay,3.97,8.42,1000,No,No,6
61,Male,Lagos,Middle,Novice,Micro-Lending,Weekly,Mobile App,Security,Kuda,3.12,11.83,2000,No,No,3
34,Male,Kaduna,Middle,Novice,Micro-Lending,Weekly,Web Platform,Low Fees,PalmPay,3.03,18.62,500,No,Yes,3
27,Male,Kaduna,Low,Novice,Mobile Banking App,Weekly,Agent Banking,Low Fees,Kuda,0.56,13.49,1000,No,No,9
64,Female,Kaduna,Middle,Novice,Mobile Banking App,Daily,Web Platform,Speed,Paga,3.75,13.12,500,Yes,No,2
29,Male,Kano,Low,Expert,Investment Platforms,Daily,USSD,Convenience,Carbon,1.52,4.4,2000,Yes,Yes,5
33,Female,Lagos,Low,Intermediate,Digital Payments,Daily,Mobile App,Security,PalmPay,4.23,3.9,2000,No,No,2
41,Female,Port Harcourt,Low,Novice,Mobile Banking App,Monthly,Agent Banking,Speed,Carbon,2.99,4.77,0,No,No,6
36,Male,Lagos,High,Expert,Micro-Lending,Monthly,Web Platform,Low Fees,PalmPay,4.94,4.17,0,No,No,4
25,Female,Enugu,High,Novice,Mobile Banking App,Daily,Agent Banking,Convenience,Opay,1.45,12.59,0,No,No,7
48,Male,Kaduna,Middle,Expert,Mobile Banking App,Daily,USSD,Security,FairMoney,3.76,10.42,0,Yes,No,1
38,Male,Abuja,Middle,Novice,Blockchain Services,Rarely,Agent Banking,Convenience,Opay,2.96,2.59,500,No,No,8
34,Male,Kaduna,Middle,Expert,Mobile Banking App,Daily,USSD,Convenience,Paga,4.69,8.64,1000,No,Yes,2
40,Male,Lagos,Middle,Novice,Investment Platforms,Weekly,Mobile App,Security,Carbon,1.7,4.73,500,No,No,4
54,Male,Kano,Middle,Intermediate,Micro-Lending,Weekly,Agent Banking,Security,Carbon,0.77,19.79,0,No,No,7
33,Male,Ibadan,Low,Novice,Investment Platforms,Monthly,Web Platform,Low Fees,Kuda,2.95,10.55,0,No,No,8
23,Male,Lagos,Low,Intermediate,Investment Platforms,Daily,Agent Banking,Low Fees,Kuda,2.85,9.96,500,No,No,9
25,Female,Lagos,Middle,Intermediate,Digital Payments,Rarely,Agent Banking,Convenience,PalmPay,1.9,13.77,500,No,Yes,5
42,Male,Port Harcourt,Middle,Novice,Blockchain Services,Weekly,USSD,Convenience,Kuda,4.94,8.75,1000,No,Yes,9
35,Female,Kano,Middle,Expert,Investment Platforms,Daily,USSD,Low Fees,Kuda,0.81,15.02,1000,No,Yes,9
42,Female,Enugu,High,Expert,Digital Payments,Weekly,Web Platform,Low Fees,Carbon,3.06,18.33,2000,No,No,3
29,Female,Ibadan,Low,Expert,Micro-Lending,Weekly,Mobile App,Convenience,Opay,1.67,11.23,1000,No,Yes,7
32,Male,Kaduna,Low,Expert,Micro-Lending,Daily,Mobile App,Speed,Carbon,0.51,9.2,1000,No,No,8
43,Female,Abuja,Middle,Intermediate,Digital Payments,Rarely,USSD,Speed,Kuda,4.95,11.63,0,Yes,No,1
58,Female,Lagos,Low,Expert,Investment Platforms,Daily,Web Platform,Speed,PalmPay,2.67,13.06,0,No,No,5
62,Male,Enugu,Low,Expert,Investment Platforms,Monthly,Agent Banking,Security,Opay,4.36,17.33,2000,No,No,1
43,Male,Ibadan,Low,Novice,Blockchain Services,Weekly,Web Platform,Low Fees,Kuda,4.28,9.4,2000,No,No,3
64,Female,Abuja,Middle,Intermediate,Blockchain Services,Daily,Web Platform,Speed,Kuda,4.16,3.4,1000,No,No,2
49,Male,Enugu,Low,Expert,Micro-Lending,Daily,Web Platform,Speed,FairMoney,2.57,13.54,1000,Yes,No,2
27,Male,Kano,Middle,Intermediate,Blockchain Services,Weekly,Mobile App,Low Fees,PalmPay,4.53,19.77,2000,No,Yes,4
33,Male,Kano,Middle,Novice,Digital Payments,Weekly,Agent Banking,Security,PalmPay,2.15,17.45,2000,No,Yes,5
24,Male,Ibadan,Low,Novice,Micro-Lending,Monthly,Web Platform,Speed,Kuda,2.34,15.77,0,Yes,No,1
34,Female,Kaduna,Middle,Expert,Investment Platforms,Weekly,Mobile App,Security,Kuda,1.65,5.59,2000,No,No,6
40,Male,Abuja,Low,Expert,Micro-Lending,Weekly,Mobile App,Security,Carbon,2.52,15.6,0,No,No,5
43,Male,Kano,High,Novice,Mobile Banking App,Daily,USSD,Convenience,Paga,4.94,3.93,0,No,No,4
38,Male,Ibadan,High,Novice,Micro-Lending,Rarely,Agent Banking,Low Fees,PalmPay,3.08,11.14,2000,No,No,6
39,Female,Kano,Low,Novice,Blockchain Services,Rarely,Web Platform,Convenience,PalmPay,4.24,8.99,2000,Yes,Yes,2
24,Female,Kano,High,Intermediate,Digital Payments,Weekly,Agent Banking,Speed,FairMoney,1.69,18.34,1000,No,No,8
31,Male,Enugu,Middle,Novice,Investment Platforms,Daily,USSD,Convenience,Carbon,4.8,5.3,1000,No,No,6
32,Male,Enugu,High,Intermediate,Investment Platforms,Monthly,USSD,Low Fees,Opay,0.56,16.31,0,Yes,No,3
24,Female,Kano,Middle,Expert,Blockchain Services,Monthly,Web Platform,Security,FairMoney,4.69,3.35,0,No,No,4
26,Male,Port Harcourt,Low,Intermediate,Blockchain Services,Weekly,Mobile App,Security,FairMoney,4.54,14.78,2000,Yes,No,2
25,Male,Enugu,High,Novice,Blockchain Services,Weekly,USSD,Speed,Opay,0.8,7.64,500,No,No,4
40,Female,Abuja,Low,Expert,Mobile Banking App,Monthly,Mobile App,Low Fees,Opay,3.22,19.58,500,No,No,9
46,Male,Ibadan,Low,Intermediate,Digital Payments,Daily,USSD,Security,PalmPay,4.03,14.26,2000,No,No,4
35,Male,Ibadan,Low,Novice,Mobile Banking App,Weekly,Agent Banking,Speed,Paga,2.32,7.91,0,No,No,8
48,Female,Kaduna,Low,Novice,Blockchain Services,Daily,Web Platform,Low Fees,Paga,0.91,6.62,0,Yes,No,3
47,Female,Abuja,Middle,Intermediate,Digital Payments,Daily,USSD,Low Fees,Carbon,4.23,13.69,500,No,No,5
56,Male,Abuja,Middle,Expert,Blockchain Services,Rarely,Agent Banking,Convenience,Opay,2.6,7.27,1000,No,No,2
52,Female,Abuja,High,Expert,Digital Payments,Weekly,USSD,Security,Opay,1.68,5.77,0,Yes,Yes,9
35,Male,Kaduna,Low,Novice,Investment Platforms,Monthly,Web Platform,Low Fees,Kuda,0.82,13.83,2000,Yes,No,9
59,Male,Abuja,High,Novice,Mobile Banking App,Weekly,Agent Banking,Security,Carbon,3.38,15.18,0,No,Yes,7
56,Male,Lagos,High,Novice,Blockchain Services,Monthly,Mobile App,Security,FairMoney,0.69,6.67,0,No,No,2
34,Female,Kaduna,Low,Intermediate,Blockchain Services,Weekly,USSD,Low Fees,FairMoney,4.06,11.88,1000,No,No,4
31,Female,Ibadan,Low,Intermediate,Micro-Lending,Daily,USSD,Security,Carbon,3.97,14.11,500,No,No,6
48,Male,Lagos,High,Novice,Investment Platforms,Monthly,Agent Banking,Convenience,PalmPay,1.95,18.98,1000,Yes,No,9
41,Male,Kaduna,Middle,Novice,Blockchain Services,Daily,Web Platform,Speed,PalmPay,2.63,16.56,2000,No,Yes,6
52,Female,Kano,Middle,Expert,Mobile Banking App,Weekly,USSD,Speed,Carbon,3.51,9.86,2000,No,No,4
61,Female,Kano,Middle,Expert,Investment Platforms,Weekly,Agent Banking,Low Fees,Paga,4.82,17.28,1000,Yes,No,1
62,Female,Ibadan,Middle,Novice,Blockchain Services,Daily,Web Platform,Convenience,Carbon,2.84,10.23,2000,Yes,No,7
51,Male,Kano,Low,Intermediate,Mobile Banking App,Daily,USSD,Speed,Paga,4.99,4.78,2000,Yes,No,7
20,Female,Abuja,Middle,Intermediate,Micro-Lending,Monthly,Agent Banking,Convenience,PalmPay,1.96,8.47,0,No,No,6
54,Female,Kaduna,Low,Novice,Micro-Lending,Weekly,Web Platform,Low Fees,Carbon,2.87,16.58,2000,No,No,3
60,Male,Lagos,Middle,Novice,Mobile Banking App,Weekly,USSD,Convenience,Paga,1.02,19.23,0,No,No,5
57,Male,Abuja,High,Novice,Investment Platforms,Weekly,USSD,Low Fees,Kuda,3,19.71,2000,No,No,7
43,Male,Kano,Middle,Novice,Mobile Banking App,Weekly,Web Platform,Speed,Kuda,2.91,13.68,500,No,No,6
40,Female,Enugu,High,Intermediate,Mobile Banking App,Monthly,Web Platform,Speed,Carbon,4.32,10.87,1000,No,No,7
61,Male,Lagos,Middle,Novice,Micro-Lending,Monthly,Agent Banking,Speed,Opay,4.98,5.34,500,No,No,5
56,Male,Abuja,Middle,Novice,Micro-Lending,Daily,USSD,Speed,Carbon,4.94,4.29,1000,No,No,1
32,Male,Kaduna,Middle,Intermediate,Micro-Lending,Weekly,USSD,Security,PalmPay,1.56,11.57,0,No,No,5
21,Male,Ibadan,High,Novice,Blockchain Services,Weekly,Agent Banking,Convenience,PalmPay,2.02,15.24,500,No,No,2
46,Female,Abuja,Middle,Intermediate,Blockchain Services,Weekly,USSD,Convenience,Kuda,1.74,8.17,1000,No,No,2
39,Male,Enugu,Low,Novice,Digital Payments,Weekly,USSD,Convenience,Paga,1.4,14.31,0,No,No,4
42,Female,Kano,High,Novice,Blockchain Services,Weekly,USSD,Low Fees,Kuda,1.18,12.49,2000,Yes,No,6
30,Female,Lagos,Middle,Expert,Investment Platforms,Daily,Mobile App,Speed,Paga,2.8,18.96,2000,No,No,5
35,Female,Ibadan,Low,Novice,Investment Platforms,Weekly,Web Platform,Speed,Carbon,4.43,6.17,0,No,No,7
50,Male,Lagos,Middle,Intermediate,Micro-Lending,Daily,Mobile App,Security,Opay,3.15,12.84,1000,Yes,No,8
33,Female,Ibadan,High,Novice,Mobile Banking App,Daily,Mobile App,Security,PalmPay,4.43,9.74,0,Yes,No,1
62,Male,Kaduna,Middle,Expert,Micro-Lending,Rarely,Web Platform,Speed,Carbon,4.82,7.08,1000,No,No,8
59,Male,Lagos,Low,Expert,Mobile Banking App,Weekly,Mobile App,Convenience,Kuda,2.22,8.75,1000,No,Yes,3
61,Male,Kano,High,Novice,Micro-Lending,Weekly,Agent Banking,Convenience,FairMoney,4.26,7.65,1000,No,Yes,2
19,Female,Kaduna,Middle,Intermediate,Micro-Lending,Daily,Mobile App,Speed,FairMoney,0.74,11.73,2000,Yes,Yes,2
52,Male,Kaduna,Middle,Novice,Investment Platforms,Monthly,Agent Banking,Low Fees,Carbon,2.66,12.27,1000,No,No,5
59,Male,Ibadan,Low,Expert,Mobile Banking App,Daily,Web Platform,Convenience,Opay,2.16,17.65,0,Yes,No,2
51,Male,Port Harcourt,Low,Novice,Digital Payments,Weekly,USSD,Speed,Paga,1.42,16.17,2000,Yes,No,4
47,Female,Lagos,Middle,Expert,Digital Payments,Weekly,Web Platform,Speed,Opay,2.47,7.79,1000,No,No,3
30,Female,Lagos,High,Novice,Micro-Lending,Monthly,Web Platform,Security,Kuda,2.5,18.8,2000,No,No,8
30,Female,Abuja,Low,Intermediate,Micro-Lending,Monthly,Mobile App,Security,Opay,4.14,17.7,2000,No,Yes,9
35,Male,Ibadan,Low,Expert,Investment Platforms,Daily,Web Platform,Speed,PalmPay,4.41,13.45,1000,No,No,6
49,Female,Enugu,Low,Expert,Mobile Banking App,Monthly,Web Platform,Low Fees,FairMoney,3.46,2.83,1000,No,No,4
49,Male,Port Harcourt,Middle,Novice,Micro-Lending,Monthly,Agent Banking,Speed,Opay,3.35,6.16,0,Yes,No,2
52,Male,Kano,Low,Intermediate,Digital Payments,Rarely,USSD,Convenience,Carbon,1,16.31,2000,Yes,No,8
56,Female,Abuja,Low,Novice,Mobile Banking App,Rarely,Mobile App,Low Fees,Paga,3.09,10.44,500,No,No,3
63,Male,Port Harcourt,Low,Novice,Micro-Lending,Weekly,USSD,Low Fees,PalmPay,1.74,4.7,2000,No,Yes,2
46,Female,Ibadan,Middle,Novice,Mobile Banking App,Monthly,USSD,Security,PalmPay,1.83,9.64,1000,No,No,4
46,Male,Port Harcourt,Middle,Novice,Investment Platforms,Weekly,USSD,Speed,PalmPay,0.93,6.21,500,No,No,2
61,Female,Kaduna,Low,Intermediate,Digital Payments,Weekly,Mobile App,Security,Kuda,3.36,18.12,500,No,Yes,3
33,Male,Lagos,High,Novice,Mobile Banking App,Daily,Web Platform,Convenience,Kuda,3.13,18.06,1000,No,Yes,9
61,Male,Kaduna,Low,Intermediate,Digital Payments,Daily,USSD,Security,Carbon,1.49,9.27,2000,No,Yes,7
64,Male,Lagos,Low,Novice,Micro-Lending,Daily,Mobile App,Convenience,Paga,1.68,4.9,500,No,No,1
27,Male,Abuja,High,Novice,Blockchain Services,Rarely,Web Platform,Speed,Opay,3.98,8.78,500,No,No,5
47,Male,Ibadan,Middle,Intermediate,Mobile Banking App,Daily,USSD,Speed,Carbon,4.07,4.75,2000,No,No,5
42,Female,Ibadan,Middle,Novice,Digital Payments,Daily,Agent Banking,Security,Kuda,2.72,7.82,1000,No,No,9
56,Male,Port Harcourt,Low,Novice,Mobile Banking App,Weekly,Mobile App,Security,Carbon,1.17,16,2000,No,No,1
37,Female,Abuja,Middle,Novice,Micro-Lending,Weekly,USSD,Security,Paga,0.75,7.61,2000,No,Yes,1
22,Female,Ibadan,Middle,Novice,Micro-Lending,Rarely,Mobile App,Convenience,Carbon,1.72,12.02,0,Yes,No,7
18,Female,Enugu,High,Intermediate,Digital Payments,Weekly,Agent Banking,Low Fees,FairMoney,3.79,4.58,500,No,No,7
47,Male,Enugu,Low,Novice,Investment Platforms,Daily,Mobile App,Low Fees,FairMoney,3.2,8.58,1000,No,No,8
20,Male,Kaduna,Middle,Novice,Mobile Banking App,Rarely,Web Platform,Security,PalmPay,3.73,3.19,1000,No,No,4
62,Male,Lagos,Middle,Expert,Mobile Banking App,Daily,USSD,Security,Opay,2.62,12.09,500,No,No,7
31,Female,Port Harcourt,High,Expert,Micro-Lending,Rarely,Mobile App,Speed,Kuda,3.9,8.58,500,No,Yes,6
47,Male,Kano,Low,Novice,Mobile Banking App,Daily,Mobile App,Security,Kuda,2.66,17.76,500,No,No,1
21,Male,Lagos,High,Intermediate,Digital Payments,Monthly,USSD,Speed,FairMoney,0.88,9.37,1000,No,No,2
35,Female,Abuja,Low,Novice,Blockchain Services,Daily,Agent Banking,Convenience,Paga,0.86,12.26,2000,No,No,8
54,Female,Ibadan,Middle,Novice,Micro-Lending,Rarely,Agent Banking,Convenience,Paga,4.24,19.59,2000,No,No,6
